,job,total_prop_female,year,gender_dominant_group,female_prop
69,Editor / Reporter,0.47197776748494674,1950,male dominant,0.27695906944201504
70,Editor / Reporter,0.47197776748494674,1960,balanced,0.424783410926598
71,Editor / Reporter,0.47197776748494674,1970,balanced,0.42379567956144726
72,Editor / Reporter,0.47197776748494674,1980,balanced,0.5180076569006332
73,Editor / Reporter,0.47197776748494674,1990,balanced,0.5574790678886313
74,Editor / Reporter,0.47197776748494674,2000,balanced,0.5711755245030787
75,Artist / Art Teacher,0.46428872912747604,1850,only male,0.0
76,Artist / Art Teacher,0.46428872912747604,1860,male dominant,0.10747912595487653
77,Artist / Art Teacher,0.46428872912747604,1870,male dominant,0.11901375059269796
78,Artist / Art Teacher,0.46428872912747604,1880,balanced,0.3821806713223699
79,Artist / Art Teacher,0.46428872912747604,1900,balanced,0.43812434769643654
80,Artist / Art Teacher,0.46428872912747604,1910,balanced,0.436619324535898
81,Artist / Art Teacher,0.46428872912747604,1920,balanced,0.40953192990709164
82,Artist / Art Teacher,0.46428872912747604,1930,balanced,0.3669957891679977
83,Artist / Art Teacher,0.46428872912747604,1940,male dominant,0.3131846293263804
84,Artist / Art Teacher,0.46428872912747604,1950,balanced,0.36607294523041084
85,Artist / Art Teacher,0.46428872912747604,1960,balanced,0.45862818556033486
86,Artist / Art Teacher,0.46428872912747604,1970,balanced,0.42404305238806217
87,Artist / Art Teacher,0.46428872912747604,1980,balanced,0.5089842948202309
88,Artist / Art Teacher,0.46428872912747604,1990,balanced,0.5461229625118202
89,Artist / Art Teacher,0.46428872912747604,2000,balanced,0.4946164360566893
90,Professional - Misc,0.4547630893723492,1850,male dominant,0.041062474590052855
91,Professional - Misc,0.4547630893723492,1860,only male,0.0
92,Professional - Misc,0.4547630893723492,1870,male dominant,0.04982561036372696
93,Professional - Misc,0.4547630893723492,1880,male dominant,0.15382639958911146
94,Professional - Misc,0.4547630893723492,1900,male dominant,0.17263519623801774
95,Professional - Misc,0.4547630893723492,1910,balanced,0.47728605584878425
96,Professional - Misc,0.4547630893723492,1920,male dominant,0.25616045845272206
97,Professional - Misc,0.4547630893723492,1930,male dominant,0.07354181818181818
98,Professional - Misc,0.4547630893723492,1940,male dominant,0.2197066830596294
99,Professional - Misc,0.4547630893723492,1950,male dominant,0.16440083137415243
100,Professional - Misc,0.4547630893723492,1960,male dominant,0.26319552273818964
101,Professional - Misc,0.4547630893723492,1970,balanced,0.4574944232137838
102,Professional - Misc,0.4547630893723492,1980,balanced,0.47785335846777544
103,Professional - Misc,0.4547630893723492,1990,balanced,0.4594674462203298
104,Professional - Misc,0.4547630893723492,2000,balanced,0.47773000143568617
105,Entertainer,0.45020525750292156,1850,only male,0.0
106,Entertainer,0.45020525750292156,1860,only male,0.0
107,Entertainer,0.45020525750292156,1870,male dominant,0.14326241134751774
108,Entertainer,0.45020525750292156,1880,male dominant,0.09972437985467301
109,Entertainer,0.45020525750292156,1900,male dominant,0.0976913730255164
110,Entertainer,0.45020525750292156,1910,male dominant,0.01124146852834902
111,Entertainer,0.45020525750292156,1920,male dominant,0.09987608426270136
112,Entertainer,0.45020525750292156,1930,male dominant,0.13642491237530333
113,Entertainer,0.45020525750292156,1940,male dominant,0.11720893767150137
114,Entertainer,0.45020525750292156,1950,balanced,0.3717486550940048
115,Entertainer,0.45020525750292156,1960,male dominant,0.3184813304047694
116,Entertainer,0.45020525750292156,1970,male dominant,0.3182399279217854
117,Entertainer,0.45020525750292156,1980,balanced,0.4050670214199111
118,Entertainer,0.45020525750292156,1990,balanced,0.506748599277587
119,Entertainer,0.45020525750292156,2000,balanced,0.5910393833554137
120,Salesman,0.4488426852670786,1850,male dominant,0.003866126999885448
121,Salesman,0.4488426852670786,1860,male dominant,0.026934769543170905
122,Salesman,0.4488426852670786,1870,male dominant,0.055517205674248435
123,Salesman,0.4488426852670786,1880,male dominant,0.08214762651692341
124,Salesman,0.4488426852670786,1900,male dominant,0.19565693720805322
125,Salesman,0.4488426852670786,1910,male dominant,0.24863086124435244
126,Salesman,0.4488426852670786,1920,male dominant,0.2998256112521754
127,Salesman,0.4488426852670786,1930,male dominant,0.27614480038921435
128,Salesman,0.4488426852670786,1940,male dominant,0.3162332616486385
129,Salesman,0.4488426852670786,1950,balanced,0.3825670354839636
130,Salesman,0.4488426852670786,1960,balanced,0.5559493879998834
131,Salesman,0.4488426852670786,1970,balanced,0.5372724937886196
132,Salesman,0.4488426852670786,1980,balanced,0.5141894815965783
133,Salesman,0.4488426852670786,1990,balanced,0.49170727839875983
134,Salesman,0.4488426852670786,2000,balanced,0.4847878864724831
135,Operative,0.44115044210627363,1850,male dominant,0.006268263039486954
136,Operative,0.44115044210627363,1860,male dominant,0.2279795651361286
137,Operative,0.44115044210627363,1870,male dominant,0.23022407201033052
138,Operative,0.44115044210627363,1880,male dominant,0.23484773489413832
139,Operative,0.44115044210627363,1900,male dominant,0.31890747113123624
140,Operative,0.44115044210627363,1910,balanced,0.34977326743319453
141,Operative,0.44115044210627363,1920,balanced,0.360577863833891
142,Operative,0.44115044210627363,1930,balanced,0.37169195347754064
143,Operative,0.44115044210627363,1940,balanced,0.4063791917866733
144,Operative,0.44115044210627363,1950,balanced,0.38846062947501947
145,Operative,0.44115044210627363,1960,balanced,0.5028881632713288
146,Operative,0.44115044210627363,1970,balanced,0.5081206717502426
147,Operative,0.44115044210627363,1980,balanced,0.4931863431031571
148,Operative,0.44115044210627363,1990,balanced,0.4647514945978307
149,Operative,0.44115044210627363,2000,balanced,0.41842302886578175
